num_evs,num_tasks,ev_range,maze_loop_percentage,maze_size,bms,timesteps,num_tasks_finished,ev_distance,drone_distance
9,39,500,70,38,0,5,1,6.0,0.0
9,39,500,85,40,1,5,1,6.0,12.0
9,39,500,60,48,1,1,1,2.0,6.0
9,39,500,85,49,0,0,0,0.0,0.0
9,39,500,85,44,0,0,0,0.0,0.0
9,39,500,80,48,1,7,1,8.0,15.0
9,39,500,75,42,1,0,0,0.0,0.0
9,39,500,65,41,0,9,1,10.0,0.0
9,39,500,70,45,0,15,3,16.0,0.0
9,39,500,65,41,0,0,0,0.0,0.0
9,39,500,85,42,1,0,0,0.0,0.0
9,39,500,75,49,1,9,1,10.0,2.8284271247461903
9,39,500,70,42,0,3,1,4.0,0.0
9,39,500,75,43,0,0,0,0.0,0.0
9,38,3000,60,43,1,83,28,524.0,526.9013045982231
9,39,500,85,42,1,7,1,8.0,14.485375935196249
9,38,3000,70,35,0,117,35,750.0,0.0
9,38,3000,85,43,1,115,30,538.0,692.893689512356
9,38,3000,70,40,1,173,32,738.0,441.10882114333793
9,38,3000,60,44,0,161,20,542.0,0.0
9,38,3000,60,39,0,177,29,638.0,0.0
9,38,3000,75,41,1,199,34,844.0,829.5437893528893
9,38,3000,75,45,1,115,29,570.0,559.8301662015847
9,38,3000,85,45,0,217,30,636.0,0.0
9,38,3000,70,39,1,169,32,634.0,808.4520434777564
9,38,3000,60,42,0,237,26,832.0,0.0
9,38,3000,80,45,0,175,28,742.0,0.0
9,38,3000,85,43,1,167,31,768.0,545.3733527335884
9,38,3000,70,42,1,163,28,688.0,512.9944033563087
9,38,3000,70,42,1,103,29,548.0,611.7610195277223
9,38,3000,70,49,0,167,21,538.0,0.0
9,38,3000,80,37,1,155,33,656.0,462.8454179052609
9,38,3000,90,48,0,163,24,698.0,0.0
9,38,3000,85,49,0,115,21,602.0,0.0
9,38,3000,65,38,0,171,33,878.0,0.0
9,38,3000,70,37,0,157,30,620.0,0.0
9,38,3000,85,45,1,123,34,662.0,871.1285699393178
9,38,3000,75,47,1,163,27,600.0,460.8528152497739
9,38,3000,70,40,0,111,30,606.0,0.0
9,38,3000,85,48,0,171,24,620.0,0.0
9,38,3000,85,43,1,179,28,504.0,531.0294314166753
9,38,3000,75,36,1,95,38,516.0,516.263240771369
9,38,3000,65,49,1,149,30,736.0,637.9713341735302
9,38,3000,85,47,0,165,27,734.0,0.0
9,38,3000,70,43,0,157,24,540.0,0.0
9,38,3000,70,46,0,163,25,668.0,0.0
9,38,3000,90,45,1,117,30,648.0,632.0724257892429
9,38,3000,80,45,1,77,34,466.0,637.0305959573043
9,38,3000,70,41,1,85,30,460.0,631.3820102162199
9,38,3000,85,44,0,157,28,688.0,0.0
9,38,3000,65,36,0,229,35,778.0,0.0
9,38,3000,60,39,0,223,32,706.0,0.0
9,38,3000,80,49,0,163,24,648.0,0.0
9,38,3000,65,47,1,83,20,322.0,235.5970809725769
9,38,3000,75,48,1,115,26,646.0,717.9781821778108
9,38,3000,75,35,0,113,35,678.0,0.0
9,38,3000,85,36,0,155,36,658.0,0.0
9,38,3000,85,44,1,119,25,620.0,674.5879631846326
9,38,3000,60,46,1,159,32,602.0,569.7291743167038
9,38,3000,70,46,0,109,23,570.0,0.0
9,38,3000,70,50,1,167,21,632.0,619.8850613642617
9,38,3000,85,50,1,85,19,308.0,559.2574646066487
9,38,3000,75,37,0,169,34,800.0,0.0
9,38,3000,65,40,0,165,32,676.0,0.0
9,38,3000,65,43,1,173,26,564.0,431.14973368668194
9,38,3000,75,46,0,113,23,584.0,0.0
9,38,3000,90,46,1,167,25,706.0,471.40528298387727
